jns_karantina;komoditas;Satuan;Harga;komsat
T;BUAH NAGA;gram;60000;BUAH NAGA/gram
T;BUAH NAGA;kemasan;60000;BUAH NAGA/kemasan
T;BUAH NAGA;kilogram;60000;BUAH NAGA/kilogram
T;BUAH NAGA;meter kubik;60000;BUAH NAGA/meter kubik
T;BUAH NANAS;gram;60000;BUAH NANAS/gram
T;BUAH NANAS;kilogram;60000;BUAH NANAS/kilogram
T;BUAH NANAS;meter kubik;60000;BUAH NANAS/meter kubik
T;BUAH NANGKA;buah/butir/batang;60000;BUAH NANGKA/buah/butir/batang
T;BUAH NANGKA;carton;60000;BUAH NANGKA/carton
T;BUAH NANGKA;gram;60000;BUAH NANGKA/gram
T;BUAH NANGKA;kilogram;60000;BUAH NANGKA/kilogram
T;BUAH NANGKA;meter kubik;60000;BUAH NANGKA/meter kubik
T;BUAH PALA;kilogram;60000;BUAH PALA/kilogram
T;BUAH PASSION;kilogram;60000;BUAH PASSION/kilogram
T;BUAH PELUNTAN;kilogram;60000;BUAH PELUNTAN/kilogram
T;BUAH PEPAYA;buah/butir/batang;60000;BUAH PEPAYA/buah/butir/batang
T;BUAH PEPAYA;kilogram;60000;BUAH PEPAYA/kilogram
T;BUAH PERSIK;buah/butir/batang;60000;BUAH PERSIK/buah/butir/batang
T;BUAH PERSIK;kilogram;60000;BUAH PERSIK/kilogram
T;BUAH PERSIK;ton;60000;BUAH PERSIK/ton
T;BUAH PIR;box;60000;BUAH PIR/box
T;BUAH PIR;buah/butir/batang;60000;BUAH PIR/buah/butir/batang
T;BUAH PIR;carton;60000;BUAH PIR/carton
T;BUAH PIR;kilogram;60000;BUAH PIR/kilogram
T;BUAH PIR;kilogram of phosphorus pentoxide (phosphoric anhydride);60000;BUAH PIR/kilogram of phosphorus pentoxide (phosphoric anhydride)
T;BUAH PIR;kilogram per second;60000;BUAH PIR/kilogram per second
T;BUAH PIR;ton;60000;BUAH PIR/ton
T;BUAH PISANG;box;60000;BUAH PISANG/box
T;BUAH PISANG;buah/butir/batang;60000;BUAH PISANG/buah/butir/batang
T;BUAH PISANG;carton;60000;BUAH PISANG/carton
T;BUAH PISANG;gram;60000;BUAH PISANG/gram
T;BUAH PISANG;kilogram;60000;BUAH PISANG/kilogram
T;BUAH PISANG;meter kubik;60000;BUAH PISANG/meter kubik
T;BUAH PISANG;ton;60000;BUAH PISANG/ton
T;BUAH PISANG BEKU;box;60000;BUAH PISANG BEKU/box
T;BUAH PISANG BEKU;kilogram;60000;BUAH PISANG BEKU/kilogram
T;BUAH PLUM;case;60000;BUAH PLUM/case
T;BUAH PLUM;kemasan;60000;BUAH PLUM/kemasan
T;BUAH PLUM;kilogram;60000;BUAH PLUM/kilogram
T;BUAH RAMBUTAN;box;60000;BUAH RAMBUTAN/box
T;BUAH RAMBUTAN;buah/butir/batang;60000;BUAH RAMBUTAN/buah/butir/batang
T;BUAH RAMBUTAN;gram;60000;BUAH RAMBUTAN/gram
T;BUAH RAMBUTAN;kilogram;60000;BUAH RAMBUTAN/kilogram
T;BUAH RASPBERRY;gram;60000;BUAH RASPBERRY/gram
T;BUAH RASPBERRY;kilogram;60000;BUAH RASPBERRY/kilogram
T;BUAH RASPBERRY;ton;60000;BUAH RASPBERRY/ton
T;BUAH SALAK;box;60000;BUAH SALAK/box
T;BUAH SALAK;buah/butir/batang;60000;BUAH SALAK/buah/butir/batang
T;BUAH SALAK;gram;60000;BUAH SALAK/gram
T;BUAH SALAK;kilogram;60000;BUAH SALAK/kilogram
T;BUAH SALAK;meter kubik;60000;BUAH SALAK/meter kubik
T;BUAH SALAK;pound;60000;BUAH SALAK/pound
T;BUAH SAWO;kilogram;60000;BUAH SAWO/kilogram
T;BUAH SEMANGKA;kemasan;60000;BUAH SEMANGKA/kemasan
T;BUAH SEMANGKA;kilogram;60000;BUAH SEMANGKA/kilogram
T;BUAH SIRSAK;buah/butir/batang;60000;BUAH SIRSAK/buah/butir/batang
T;BUAH SIRSAK;gram;60000;BUAH SIRSAK/gram
T;BUAH SIRSAK;kilogram;60000;BUAH SIRSAK/kilogram
T;BUAH STRAWBERRY;carton;60000;BUAH STRAWBERRY/carton
T;BUAH STRAWBERRY;kemasan;60000;BUAH STRAWBERRY/kemasan
T;BUAH STRAWBERRY;kilogram;60000;BUAH STRAWBERRY/kilogram
T;BUAH STRAWBERRY;ton;60000;BUAH STRAWBERRY/ton
T;BUAH SUKUN;box;60000;BUAH SUKUN/box
T;BUAH SUKUN;kilogram;60000;BUAH SUKUN/kilogram
T;BUAH TAMPUI;kilogram;60000;BUAH TAMPUI/kilogram
T;Buah Tempayan;box;60000;Buah Tempayan/box
T;Buah Tempayan;gram;60000;Buah Tempayan/gram
T;Buah Tempayan;kilogram;60000;Buah Tempayan/kilogram
T;BUAH TERAP;buah/butir/batang;60000;BUAH TERAP/buah/butir/batang
T;BUAH TERAP;kilogram;60000;BUAH TERAP/kilogram
T;BUAH-BUAHAN;buah/butir/batang;60000;BUAH-BUAHAN/buah/butir/batang
T;BUAH-BUAHAN;gram;60000;BUAH-BUAHAN/gram
T;BUAH-BUAHAN;kilogram;60000;BUAH-BUAHAN/kilogram
T;BUBUK CABE;bag;60000;BUBUK CABE/bag
T;BUBUK CABE;box;60000;BUBUK CABE/box
T;BUBUK CABE;carton;60000;BUBUK CABE/carton
T;BUBUK CABE;gram;60000;BUBUK CABE/gram
T;BUBUK CABE;kemasan;60000;BUBUK CABE/kemasan
T;BUBUK CABE;kilogram;60000;BUBUK CABE/kilogram
T;BUBUK CABE;kilogram of phosphorus pentoxide (phosphoric anhydride);60000;BUBUK CABE/kilogram of phosphorus pentoxide (phosphoric anhydride)
T;BUBUK CABE;kilogram per second;60000;BUBUK CABE/kilogram per second
T;BUBUK CABE;ton;60000;BUBUK CABE/ton
T;BUBUK GANDUM;bag;60000;BUBUK GANDUM/bag
T;BUBUK GANDUM;kilogram;60000;BUBUK GANDUM/kilogram
T;BUBUK GANDUM;ton;60000;BUBUK GANDUM/ton
T;BUBUK JAGUNG;bag;60000;BUBUK JAGUNG/bag
T;BUBUK JAGUNG;carton;60000;BUBUK JAGUNG/carton
T;BUBUK JAGUNG;gram;60000;BUBUK JAGUNG/gram
T;BUBUK JAGUNG;kemasan;60000;BUBUK JAGUNG/kemasan
T;BUBUK JAGUNG;kilogram;60000;BUBUK JAGUNG/kilogram
T;BUBUK JAGUNG;meter kubik;60000;BUBUK JAGUNG/meter kubik
T;BUBUK JAGUNG;ton;60000;BUBUK JAGUNG/ton
T;BUBUK JAHE;bag;60000;BUBUK JAHE/bag
T;BUBUK JAHE;buah/butir/batang;60000;BUBUK JAHE/buah/butir/batang
T;BUBUK JAHE;carton;60000;BUBUK JAHE/carton
T;BUBUK JAHE;gram;60000;BUBUK JAHE/gram
T;BUBUK JAHE;kilogram;60000;BUBUK JAHE/kilogram
T;BUBUK JAHE;kilogram per second;60000;BUBUK JAHE/kilogram per second
T;BUBUK JAHE;ton;60000;BUBUK JAHE/ton
T;BUBUK KUNYIT;box;60000;BUBUK KUNYIT/box
T;BUBUK KUNYIT;gram;60000;BUBUK KUNYIT/gram
T;BUBUK KUNYIT;kilogram;60000;BUBUK KUNYIT/kilogram
T;BUBUK KUNYIT;ton;60000;BUBUK KUNYIT/ton
T;BUBUK LAOS;gram;60000;BUBUK LAOS/gram
T;BUBUK LAOS;kilogram;60000;BUBUK LAOS/kilogram
T;BUBUK MOSTER;kilogram;60000;BUBUK MOSTER/kilogram
T;BUBUK REMPAH;bag;60000;BUBUK REMPAH/bag
T;BUBUK REMPAH;carton;60000;BUBUK REMPAH/carton
T;BUBUK REMPAH;drum;60000;BUBUK REMPAH/drum
T;BUBUK REMPAH;kemasan;60000;BUBUK REMPAH/kemasan
T;BUBUK REMPAH;kilogram;60000;BUBUK REMPAH/kilogram
T;BUBUK SAYURAN;bag;60000;BUBUK SAYURAN/bag
T;BUBUK SAYURAN;carton;60000;BUBUK SAYURAN/carton
T;BUBUK SAYURAN;kilogram;60000;BUBUK SAYURAN/kilogram
T;BUMBU MACAM-MACAM;gram;60000;BUMBU MACAM-MACAM/gram
T;BUMBU MACAM-MACAM;kemasan;60000;BUMBU MACAM-MACAM/kemasan
T;BUMBU MACAM-MACAM;kilogram;60000;BUMBU MACAM-MACAM/kilogram
T;BUMBU MACAM-MACAM;ton;60000;BUMBU MACAM-MACAM/ton
T;BUMBU PECEL;box;60000;BUMBU PECEL/box
T;BUMBU PECEL;kilogram;60000;BUMBU PECEL/kilogram
T;BUNGA ACHILLEA;buah/butir/batang;60000;BUNGA ACHILLEA/buah/butir/batang
T;BUNGA AGONIS;buah/butir/batang;60000;BUNGA AGONIS/buah/butir/batang
T;BUNGA ALIUM;buah/butir/batang;60000;BUNGA ALIUM/buah/butir/batang
T;BUNGA ALSTROEMERIA;buah/butir/batang;60000;BUNGA ALSTROEMERIA/buah/butir/batang
T;BUNGA AMARANTHUS;buah/butir/batang;60000;BUNGA AMARANTHUS/buah/butir/batang
T;BUNGA AMMI MAJUS;buah/butir/batang;60000;BUNGA AMMI MAJUS/buah/butir/batang
T;BUNGA AMMI MAJUS;kilogram;60000;BUNGA AMMI MAJUS/kilogram
T;BUNGA ANGGREK DENDROBIUM;buah/butir/batang;60000;BUNGA ANGGREK DENDROBIUM/buah/butir/batang
T;BUNGA ANGGREK DENDROBIUM;kilogram;60000;BUNGA ANGGREK DENDROBIUM/kilogram
T;BUNGA ANGGREK MUKARA;buah/butir/batang;60000;BUNGA ANGGREK MUKARA/buah/butir/batang
T;BUNGA ANGGREK PHALAENOPSIS;buah/butir/batang;60000;BUNGA ANGGREK PHALAENOPSIS/buah/butir/batang
T;BUNGA ANGGREK VANDA;buah/butir/batang;60000;BUNGA ANGGREK VANDA/buah/butir/batang
T;BUNGA ANGGREK VANDA;kilogram;60000;BUNGA ANGGREK VANDA/kilogram
T;BUNGA ANIGOZANTHOS;buah/butir/batang;60000;BUNGA ANIGOZANTHOS/buah/butir/batang
T;BUNGA ANTHURIUM;buah/butir/batang;60000;BUNGA ANTHURIUM/buah/butir/batang
T;BUNGA ANTIRRHINUM;buah/butir/batang;60000;BUNGA ANTIRRHINUM/buah/butir/batang
T;BUNGA ANYELIR;buah/butir/batang;60000;BUNGA ANYELIR/buah/butir/batang
T;BUNGA ANYELIR;kilogram;60000;BUNGA ANYELIR/kilogram
T;BUNGA ASPARAGUS;buah/butir/batang;60000;BUNGA ASPARAGUS/buah/butir/batang
T;BUNGA ASPARAGUS;kilogram;60000;BUNGA ASPARAGUS/kilogram
T;BUNGA ASPIDISTRA;buah/butir/batang;60000;BUNGA ASPIDISTRA/buah/butir/batang
T;BUNGA ASTER;bag;60000;BUNGA ASTER/bag
T;BUNGA ASTER;buah/butir/batang;60000;BUNGA ASTER/buah/butir/batang
T;BUNGA ASTILBE;buah/butir/batang;60000;BUNGA ASTILBE/buah/butir/batang
T;BUNGA ASTILBE;kilogram;60000;BUNGA ASTILBE/kilogram
T;BUNGA ASTRANTIA;buah/butir/batang;60000;BUNGA ASTRANTIA/buah/butir/batang
T;BUNGA BABY S BREATH;buah/butir/batang;60000;BUNGA BABY S BREATH/buah/butir/batang
T;BUNGA BANKSIA;buah/butir/batang;60000;BUNGA BANKSIA/buah/butir/batang
T;BUNGA BERZELIA;buah/butir/batang;60000;BUNGA BERZELIA/buah/butir/batang
T;BUNGA BLUE HEAVEN;buah/butir/batang;60000;BUNGA BLUE HEAVEN/buah/butir/batang
T;BUNGA BOUVARDIA;buah/butir/batang;60000;BUNGA BOUVARDIA/buah/butir/batang
T;BUNGA BRASSICA;buah/butir/batang;60000;BUNGA BRASSICA/buah/butir/batang
T;BUNGA BROMELIA;buah/butir/batang;60000;BUNGA BROMELIA/buah/butir/batang
T;BUNGA BRUNIA;buah/butir/batang;60000;BUNGA BRUNIA/buah/butir/batang
T;BUNGA BUPLEURUM;buah/butir/batang;60000;BUNGA BUPLEURUM/buah/butir/batang
T;BUNGA CALLA LILY;buah/butir/batang;60000;BUNGA CALLA LILY/buah/butir/batang
T;BUNGA CALLA LILY;kilogram;60000;BUNGA CALLA LILY/kilogram
T;BUNGA CAMPANULA;buah/butir/batang;60000;BUNGA CAMPANULA/buah/butir/batang
T;BUNGA CAMPANULA;kilogram;60000;BUNGA CAMPANULA/kilogram
T;BUNGA CARTHAMUS;kilogram;60000;BUNGA CARTHAMUS/kilogram
T;BUNGA CASABLANCA;buah/butir/batang;60000;BUNGA CASABLANCA/buah/butir/batang
T;BUNGA CASPEA;buah/butir/batang;60000;BUNGA CASPEA/buah/butir/batang
T;BUNGA CASPEA;kilogram;60000;BUNGA CASPEA/kilogram
T;BUNGA CASSAAVA;kilogram;60000;BUNGA CASSAAVA/kilogram
T;BUNGA CELOSIA;buah/butir/batang;60000;BUNGA CELOSIA/buah/butir/batang
T;BUNGA CELOSIA;kilogram;60000;BUNGA CELOSIA/kilogram
T;BUNGA CERATOPETALUM;buah/butir/batang;60000;BUNGA CERATOPETALUM/buah/butir/batang
T;BUNGA CHAMAE CYPARIS;buah/butir/batang;60000;BUNGA CHAMAE CYPARIS/buah/butir/batang
T;BUNGA CHAMELAUCIUM;buah/butir/batang;60000;BUNGA CHAMELAUCIUM/buah/butir/batang
T;BUNGA COCOR BEBEK;buah/butir/batang;60000;BUNGA COCOR BEBEK/buah/butir/batang
T;BUNGA COCOR BEBEK;kilogram;60000;BUNGA COCOR BEBEK/kilogram
T;BUNGA CONVALLARIA;buah/butir/batang;60000;BUNGA CONVALLARIA/buah/butir/batang
T;BUNGA CORYLUS;buah/butir/batang;60000;BUNGA CORYLUS/buah/butir/batang
T;BUNGA COTINUS;buah/butir/batang;60000;BUNGA COTINUS/buah/butir/batang
T;BUNGA CRASPEDIA;buah/butir/batang;60000;BUNGA CRASPEDIA/buah/butir/batang
T;BUNGA CROTALIFERA;kilogram;60000;BUNGA CROTALIFERA/kilogram
T;BUNGA CUPRESUS;buah/butir/batang;60000;BUNGA CUPRESUS/buah/butir/batang
T;BUNGA CYMBIDIUM;buah/butir/batang;60000;BUNGA CYMBIDIUM/buah/butir/batang
T;BUNGA DELPHINIUM;buah/butir/batang;60000;BUNGA DELPHINIUM/buah/butir/batang
T;BUNGA ELEGIA;buah/butir/batang;60000;BUNGA ELEGIA/buah/butir/batang
T;BUNGA EMU BUSH;buah/butir/batang;60000;BUNGA EMU BUSH/buah/butir/batang
T;BUNGA EMU GRASS;kilogram;60000;BUNGA EMU GRASS/kilogram
T;BUNGA EMU GRASS;meter kubik;60000;BUNGA EMU GRASS/meter kubik
T;BUNGA ENGLISH IVY;buah/butir/batang;60000;BUNGA ENGLISH IVY/buah/butir/batang
T;BUNGA ERICA;buah/butir/batang;60000;BUNGA ERICA/buah/butir/batang
T;BUNGA ERIOSTEMON;buah/butir/batang;60000;BUNGA ERIOSTEMON/buah/butir/batang
T;BUNGA ERYNGIUM;buah/butir/batang;60000;BUNGA ERYNGIUM/buah/butir/batang
T;BUNGA EUCALYPTUS;buah/butir/batang;60000;BUNGA EUCALYPTUS/buah/butir/batang
T;BUNGA EUCALYPTUS;gram;60000;BUNGA EUCALYPTUS/gram
T;BUNGA EUCALYPTUS;kilogram;60000;BUNGA EUCALYPTUS/kilogram
T;BUNGA EUPHORBIA;buah/butir/batang;60000;BUNGA EUPHORBIA/buah/butir/batang
T;BUNGA EUSTOMA;buah/butir/batang;60000;BUNGA EUSTOMA/buah/butir/batang
T;BUNGA EUSTOMA;kilogram;60000;BUNGA EUSTOMA/kilogram
T;BUNGA FORSYTHIA;buah/butir/batang;60000;BUNGA FORSYTHIA/buah/butir/batang
T;BUNGA FREESIA;buah/butir/batang;60000;BUNGA FREESIA/buah/butir/batang
T;BUNGA GALAX;buah/butir/batang;60000;BUNGA GALAX/buah/butir/batang
T;BUNGA GALAX;kilogram;60000;BUNGA GALAX/kilogram
T;BUNGA GERBERA;buah/butir/batang;60000;BUNGA GERBERA/buah/butir/batang
T;BUNGA GERBERA;kilogram;60000;BUNGA GERBERA/kilogram
T;BUNGA GLADIOL;buah/butir/batang;60000;BUNGA GLADIOL/buah/butir/batang
T;BUNGA GLADIOL;kilogram;60000;BUNGA GLADIOL/kilogram
T;BUNGA GLORIOSA;buah/butir/batang;60000;BUNGA GLORIOSA/buah/butir/batang
T;BUNGA GYPSOPHILLA;buah/butir/batang;60000;BUNGA GYPSOPHILLA/buah/butir/batang
T;BUNGA GYPSOPHILLA;kilogram;60000;BUNGA GYPSOPHILLA/kilogram
T;BUNGA GYPSOPHILLA;peti kemas;60000;BUNGA GYPSOPHILLA/peti kemas
T;BUNGA HELICONIA;buah/butir/batang;60000;BUNGA HELICONIA/buah/butir/batang
T;BUNGA HIBISCUS KERING;buah/butir/batang;60000;BUNGA HIBISCUS KERING/buah/butir/batang
T;BUNGA HIBISCUS KERING;kilogram;60000;BUNGA HIBISCUS KERING/kilogram
T;BUNGA HIBISCUS KERING;ton;60000;BUNGA HIBISCUS KERING/ton
T;BUNGA HIPPEASTRUM;buah/butir/batang;60000;BUNGA HIPPEASTRUM/buah/butir/batang
T;BUNGA HOOKERIANA;kilogram;60000;BUNGA HOOKERIANA/kilogram
T;BUNGA HYACIN;buah/butir/batang;60000;BUNGA HYACIN/buah/butir/batang
T;BUNGA HYDRANGEA;buah/butir/batang;60000;BUNGA HYDRANGEA/buah/butir/batang
T;BUNGA HYDRANGEA;kilogram;60000;BUNGA HYDRANGEA/kilogram
T;BUNGA HYPERICUM;buah/butir/batang;60000;BUNGA HYPERICUM/buah/butir/batang
T;BUNGA HYPERICUM;kilogram;60000;BUNGA HYPERICUM/kilogram
T;BUNGA ILEX;buah/butir/batang;60000;BUNGA ILEX/buah/butir/batang
T;BUNGA INDOWAX;buah/butir/batang;60000;BUNGA INDOWAX/buah/butir/batang
T;BUNGA IRIS;buah/butir/batang;60000;BUNGA IRIS/buah/butir/batang
T;BUNGA JANTAN KELAPA SAWIT;botol;60000;BUNGA JANTAN KELAPA SAWIT/botol
T;BUNGA JANTAN KELAPA SAWIT;box;60000;BUNGA JANTAN KELAPA SAWIT/box
T;BUNGA JANTAN KELAPA SAWIT;kilogram;60000;BUNGA JANTAN KELAPA SAWIT/kilogram
T;BUNGA KAMBOJA;buah/butir/batang;60000;BUNGA KAMBOJA/buah/butir/batang
T;BUNGA KAMBOJA;kilogram;60000;BUNGA KAMBOJA/kilogram
T;BUNGA KAPAS;kilogram;60000;BUNGA KAPAS/kilogram
T;BUNGA KERING;buah/butir/batang;60000;BUNGA KERING/buah/butir/batang
T;BUNGA KERING;gram;60000;BUNGA KERING/gram
T;BUNGA KERING;kilogram;60000;BUNGA KERING/kilogram
T;BUNGA KERTAS;buah/butir/batang;60000;BUNGA KERTAS/buah/butir/batang
T;BUNGA KOCHIA;buah/butir/batang;60000;BUNGA KOCHIA/buah/butir/batang
T;BUNGA KOCHIA;kilogram;60000;BUNGA KOCHIA/kilogram
T;BUNGA KRISAN;box;60000;BUNGA KRISAN/box
T;BUNGA KRISAN;buah/butir/batang;60000;BUNGA KRISAN/buah/butir/batang
T;BUNGA KRISAN;kilogram;60000;BUNGA KRISAN/kilogram
T;BUNGA KRISAN;kilogram per second;60000;BUNGA KRISAN/kilogram per second
T;BUNGA LAVENDER;buah/butir/batang;60000;BUNGA LAVENDER/buah/butir/batang
T;BUNGA LAVENDER;kilogram;60000;BUNGA LAVENDER/kilogram
T;BUNGA LAVENDULA;buah/butir/batang;60000;BUNGA LAVENDULA/buah/butir/batang
T;BUNGA LAWANG;gram;60000;BUNGA LAWANG/gram
T;BUNGA LAWANG;kemasan;60000;BUNGA LAWANG/kemasan
T;BUNGA LAWANG;kilogram;60000;BUNGA LAWANG/kilogram
T;BUNGA LAWANG;ton;60000;BUNGA LAWANG/ton
T;BUNGA LEUCADENDRON;buah/butir/batang;60000;BUNGA LEUCADENDRON/buah/butir/batang
T;BUNGA LEUCOSPERMUM;buah/butir/batang;60000;BUNGA LEUCOSPERMUM/buah/butir/batang
T;BUNGA LEUCOSPERMUM;kilogram;60000;BUNGA LEUCOSPERMUM/kilogram
T;BUNGA LIATRIS;buah/butir/batang;60000;BUNGA LIATRIS/buah/butir/batang
T;BUNGA LILI;buah/butir/batang;60000;BUNGA LILI/buah/butir/batang
T;BUNGA LILI;kilogram;60000;BUNGA LILI/kilogram
T;BUNGA LIMONIUM;buah/butir/batang;60000;BUNGA LIMONIUM/buah/butir/batang
T;BUNGA LIMONIUM;kilogram;60000;BUNGA LIMONIUM/kilogram
T;BUNGA LISIANTHUS;buah/butir/batang;60000;BUNGA LISIANTHUS/buah/butir/batang
T;BUNGA LYSIMACHIA;buah/butir/batang;60000;BUNGA LYSIMACHIA/buah/butir/batang
T;BUNGA MACE PAPUA;kilogram;60000;BUNGA MACE PAPUA/kilogram
T;BUNGA MATAHARI;buah/butir/batang;60000;BUNGA MATAHARI/buah/butir/batang
T;BUNGA MATAHARI;kilogram;60000;BUNGA MATAHARI/kilogram
T;BUNGA MATAHARI;ton;60000;BUNGA MATAHARI/ton
T;BUNGA MATTHIOLA;buah/butir/batang;60000;BUNGA MATTHIOLA/buah/butir/batang
T;BUNGA MATTHIOLA;kilogram;60000;BUNGA MATTHIOLA/kilogram
T;BUNGA MAWAR;buah/butir/batang;60000;BUNGA MAWAR/buah/butir/batang
T;BUNGA MAWAR;carton;60000;BUNGA MAWAR/carton
T;BUNGA MAWAR;kilogram;60000;BUNGA MAWAR/kilogram
T;BUNGA MELATI SEGAR;box;60000;BUNGA MELATI SEGAR/box
T;BUNGA MELATI SEGAR;kilogram;60000;BUNGA MELATI SEGAR/kilogram
T;BUNGA NARCISSUS;buah/butir/batang;60000;BUNGA NARCISSUS/buah/butir/batang
T;BUNGA NERINE;buah/butir/batang;60000;BUNGA NERINE/buah/butir/batang
T;BUNGA NIGELLA;buah/butir/batang;60000;BUNGA NIGELLA/buah/butir/batang
T;BUNGA NOLINA;buah/butir/batang;60000;BUNGA NOLINA/buah/butir/batang
T;BUNGA ONCHIDIUM;buah/butir/batang;60000;BUNGA ONCHIDIUM/buah/butir/batang
T;BUNGA ORNITHOGALUM;buah/butir/batang;60000;BUNGA ORNITHOGALUM/buah/butir/batang
T;BUNGA OZOTHAMNUS;buah/butir/batang;60000;BUNGA OZOTHAMNUS/buah/butir/batang
T;BUNGA PADI;buah/butir/batang;60000;BUNGA PADI/buah/butir/batang
T;BUNGA PADI;kilogram;60000;BUNGA PADI/kilogram
T;BUNGA PAEOMIA;buah/butir/batang;60000;BUNGA PAEOMIA/buah/butir/batang
T;BUNGA PALA;buah/butir/batang;60000;BUNGA PALA/buah/butir/batang
T;BUNGA PALA;gram;60000;BUNGA PALA/gram
T;BUNGA PALA;kilogram;60000;BUNGA PALA/kilogram
T;BUNGA PAPHIOPEDILUM;buah/butir/batang;60000;BUNGA PAPHIOPEDILUM/buah/butir/batang
T;BUNGA PEACH HAKEA;buah/butir/batang;60000;BUNGA PEACH HAKEA/buah/butir/batang
T;BUNGA PHILO BURGENDY;buah/butir/batang;60000;BUNGA PHILO BURGENDY/buah/butir/batang
T;BUNGA PIKOK;buah/butir/batang;60000;BUNGA PIKOK/buah/butir/batang
T;BUNGA PIMELEA;buah/butir/batang;60000;BUNGA PIMELEA/buah/butir/batang
T;BUNGA PINUS;buah/butir/batang;60000;BUNGA PINUS/buah/butir/batang
T;BUNGA PINUS;gram;60000;BUNGA PINUS/gram
T;BUNGA PINUS;kemasan;60000;BUNGA PINUS/kemasan
T;BUNGA PINUS;kilogram;60000;BUNGA PINUS/kilogram
T;BUNGA PINUS;meter kubik;60000;BUNGA PINUS/meter kubik
T;BUNGA PITTOSPORUM;buah/butir/batang;60000;BUNGA PITTOSPORUM/buah/butir/batang
T;BUNGA POLYGONATUM;buah/butir/batang;60000;BUNGA POLYGONATUM/buah/butir/batang
T;BUNGA POTONG KERING;box;60000;BUNGA POTONG KERING/box
T;BUNGA POTONG KERING;buah/butir/batang;60000;BUNGA POTONG KERING/buah/butir/batang
T;BUNGA POTONG KERING;kilogram;60000;BUNGA POTONG KERING/kilogram
T;BUNGA POTONG SEGAR;buah/butir/batang;60000;BUNGA POTONG SEGAR/buah/butir/batang
T;BUNGA POTONG SEGAR;kilogram;60000;BUNGA POTONG SEGAR/kilogram
T;BUNGA PROTEA;buah/butir/batang;60000;BUNGA PROTEA/buah/butir/batang
T;BUNGA PRUNUS;buah/butir/batang;60000;BUNGA PRUNUS/buah/butir/batang
T;BUNGA PTILOTUS;buah/butir/batang;60000;BUNGA PTILOTUS/buah/butir/batang
T;BUNGA PTILOTUS;kilogram;60000;BUNGA PTILOTUS/kilogram
T;BUNGA PYCNOSORUS;kilogram;60000;BUNGA PYCNOSORUS/kilogram
T;BUNGA RANUNCULUS;buah/butir/batang;60000;BUNGA RANUNCULUS/buah/butir/batang
T;BUNGA RANUNCULUS;kilogram;60000;BUNGA RANUNCULUS/kilogram
T;BUNGA ROSMARINUS OFFICINALIS;buah/butir/batang;60000;BUNGA ROSMARINUS OFFICINALIS/buah/butir/batang
T;BUNGA ROSMARINUS OFFICINALIS;kilogram;60000;BUNGA ROSMARINUS OFFICINALIS/kilogram
T;BUNGA ROSMARINUS OFFICINALIS;ton;60000;BUNGA ROSMARINUS OFFICINALIS/ton
T;BUNGA RUSCUS;buah/butir/batang;60000;BUNGA RUSCUS/buah/butir/batang
T;BUNGA RUSCUS;kilogram;60000;BUNGA RUSCUS/kilogram
T;BUNGA SALIX/PUSSY WILLOW;buah/butir/batang;60000;BUNGA SALIX/PUSSY WILLOW/buah/butir/batang
T;BUNGA SALIX/PUSSY WILLOW;kilogram;60000;BUNGA SALIX/PUSSY WILLOW/kilogram
T;BUNGA SALJU;buah/butir/batang;60000;BUNGA SALJU/buah/butir/batang
T;BUNGA SALJU;kilogram;60000;BUNGA SALJU/kilogram
T;BUNGA SCABIOSA;buah/butir/batang;60000;BUNGA SCABIOSA/buah/butir/batang
T;BUNGA SCABIOSA;kilogram;60000;BUNGA SCABIOSA/kilogram
T;BUNGA SCHOLTZIA;buah/butir/batang;60000;BUNGA SCHOLTZIA/buah/butir/batang
T;BUNGA SEACREST;buah/butir/batang;60000;BUNGA SEACREST/buah/butir/batang
T;BUNGA SEDAP MALAM;buah/butir/batang;60000;BUNGA SEDAP MALAM/buah/butir/batang
T;BUNGA SEDAP MALAM;kilogram;60000;BUNGA SEDAP MALAM/kilogram
T;BUNGA SERRURIA;buah/butir/batang;60000;BUNGA SERRURIA/buah/butir/batang
T;BUNGA SMILAX;kilogram;60000;BUNGA SMILAX/kilogram
T;BUNGA SNAPDRAGON;buah/butir/batang;60000;BUNGA SNAPDRAGON/buah/butir/batang
T;BUNGA SNOWBALLS;buah/butir/batang;60000;BUNGA SNOWBALLS/buah/butir/batang
T;BUNGA SNOWBALLS;kilogram;60000;BUNGA SNOWBALLS/kilogram
T;BUNGA SOLIDAGO;buah/butir/batang;60000;BUNGA SOLIDAGO/buah/butir/batang
T;BUNGA SPRAY STATICE;buah/butir/batang;60000;BUNGA SPRAY STATICE/buah/butir/batang
T;BUNGA STATICE;buah/butir/batang;60000;BUNGA STATICE/buah/butir/batang
T;BUNGA STATICE;kilogram;60000;BUNGA STATICE/kilogram
T;BUNGA STEEL GRASS;buah/butir/batang;60000;BUNGA STEEL GRASS/buah/butir/batang
T;BUNGA STENANTHEMUM;buah/butir/batang;60000;BUNGA STENANTHEMUM/buah/butir/batang
T;BUNGA SYMPHORICARPOS;buah/butir/batang;60000;BUNGA SYMPHORICARPOS/buah/butir/batang
T;BUNGA SYMPHORICARPOS;kilogram;60000;BUNGA SYMPHORICARPOS/kilogram
T;BUNGA SYRINGA;buah/butir/batang;60000;BUNGA SYRINGA/buah/butir/batang
